3.2244e-03, 5.0225e-03, 8.3426e-03, 1.3527e-02, 2.2743e-02, 3.7468e-02, 6.2269e-02, 1.0401e-01, 1.7240e-01, 2.8815e-01
3.0527e-03, 4.9082e-03, 7.9907e-03, 1.3416e-02, 2.2058e-02, 3.6601e-02, 6.0935e-02, 1.0140e-01, 1.6870e-01, 2.8422e-01
3.0971e-03, 4.9046e-03, 9.8765e-03, 1.3111e-02, 2.1672e-02, 3.6200e-02, 6.0676e-02, 9.9746e-02, 1.6612e-01, 2.7684e-01
3.0057e-03, 5.1352e-03, 8.1916e-03, 1.3274e-02, 2.1831e-02, 3.6072e-02, 5.9818e-02, 9.9153e-02, 1.6530e-01, 2.7510e-01
2.7077e-03, 4.6987e-03, 7.9108e-03, 1.3978e-02, 2.2468e-02, 3.6610e-02, 6.1071e-02, 9.9979e-02, 1.6644e-01, 2.7906e-01
