1.8000e+02, 3.0100e+02, 5.0300e+02, 8.3900e+02, 1.4000e+03, 2.3350e+03, 3.8960e+03, 6.4990e+03, 1.0841e+04, 1.8084e+04
9.0000e+01, 1.5000e+02, 2.5100e+02, 4.1900e+02, 7.0000e+02, 1.1670e+03, 1.9480e+03, 3.2490e+03, 5.4200e+03, 9.0420e+03
